,STATE,COUNTY,County_Population,countyFIPS,County_Area in m2 - Total area,County_Area in m2 - Water area,County_Area in m2 - Land area,County_Population_Density_m2
1710,Nebraska,Logan County,886,31113,1479202279.2022793,1191401.1914011915,1478010878.0108778,5.994543160550941e-07
1711,Nebraska,Loup County,585,31115,1479150479.1504793,7277907.277907278,1471872571.8725717,3.9745288497070165e-07
1712,Nebraska,McPherson County,454,31117,2227428127.4281273,2693602.6936026937,2224760424.7604246,2.0406691657547324e-07
1713,Nebraska,Madison County,35164,31119,1490416990.4169905,7018907.018907019,1483398083.3980834,2.3705032650068092e-05
1714,Nebraska,Merrick County,7803,31121,1280756280.7562807,24915824.915824912,1255840455.8404558,6.21336887477314e-06
1715,Nebraska,Morrill County,4841,31123,3703341103.341103,15591815.59181559,3687749287.7492876,1.3127248145859085e-06
1716,Nebraska,Nance County,3554,31125,1160916860.916861,17094017.094017092,1143822843.8228438,3.1071245159975545e-06
1717,Nebraska,Nemaha County,7004,31127,1060865060.8650609,5749805.74980575,1055115255.1152551,6.638137365604595e-06
1718,Nebraska,Nuckolls County,4275,31129,1491375291.3752916,1709401.7094017095,1489665889.6658895,2.8697710202378472e-06
1719,Nebraska,Otoe County,15896,31131,1603263403.2634032,8780108.78010878,1594483294.4832945,9.969373812192388e-06
1720,Nebraska,Pawnee County,2676,31133,1121341621.3416214,4843304.843304844,1116472416.4724164,2.3968348528081286e-06
1721,Nebraska,Perkins County,2907,31135,2290675990.6759906,2849002.8490028493,2287852887.852888,1.270623655670523e-06
1722,Nebraska,Phelps County,9120,31137,1399715099.7150996,1657601.6576016576,1398057498.057498,6.5233368532206974e-06
1723,Nebraska,Pierce County,7157,31139,1488189588.1895883,3470603.4706034707,1484718984.7189848,4.820440819886611e-06
1724,Nebraska,Platte County,33063,31141,1773089873.089873,27272727.27272727,1745817145.8171456,1.8938409488769547e-05
1725,Nebraska,Polk County,5255,31143,1141258741.2587411,5957005.957005956,1135301735.3017352,4.628725418624812e-06
1726,Nebraska,Red Willow County,10806,31145,1859647759.6477597,2641802.641802642,1857005957.0059571,5.819044338135818e-06
1727,Nebraska,Richardson County,8009,31147,1436337736.3377364,7070707.070707071,1429267029.2670293,5.603571506233691e-06
1728,Nebraska,Rock County,1350,31149,2620357420.3574204,8806008.806008806,2611551411.5514116,5.169341082196128e-07
1729,Nebraska,Saline County,14288,31151,1492644392.6443925,5931105.931105931,1486713286.7132866,9.610460959548448e-06
1730,Nebraska,Sarpy County,178351,31153,641077441.0774411,22092722.09272209,618984718.984719,0.00028813473827356793
1731,Nebraska,Saunders County,21024,31155,1967935767.9357681,24838124.838124838,1943097643.0976431,1.081983711661757e-05
1732,Nebraska,Scotts Bluff County,36255,31157,1930484330.4843307,15436415.436415436,1915047915.047915,1.8931641195563972e-05
1733,Nebraska,Seward County,17127,31159,1491556591.5565915,11551411.551411552,1480005180.00518,1.1572256794358015e-05
1734,Nebraska,Sheridan County,5234,31161,6396788396.788398,74954674.95467496,6321833721.833722,8.279243381431134e-07
1735,Nebraska,Sherman County,3042,31163,1480549080.5490806,15073815.073815074,1465501165.5011656,2.075740416732941e-06
1736,Nebraska,Sioux County,1266,31165,5354726754.726755,1864801.8648018648,5352861952.861953,2.365089948421185e-07
1737,Nebraska,Stanton County,5992,31167,1116291116.2911162,7899507.899507899,1108391608.3916085,5.406031545741325e-06
1738,Nebraska,Thayer County,5098,31169,1489199689.1996891,3030303.0303030303,1486169386.1693861,3.430295393945731e-06
1739,Nebraska,Thomas County,645,31171,1849313649.3136492,2020202.0202020202,1847293447.2934473,3.4915946946329427e-07
1740,Nebraska,Thurston County,7140,31173,1025848225.8482258,6449106.449106449,1019373219.3732194,7.004304080491895e-06
1741,Nebraska,Valley County,4224,31175,1477492877.4928775,6241906.241906242,1471250971.250971,2.8710261420649593e-06
1742,Nebraska,Washington County,20219,31177,1018389018.3890184,8391608.391608393,1009997409.9974099,2.001886321674018e-05
1743,Nebraska,Wayne County,9367,31179,1148225848.2258482,1087801.0878010879,1147138047.1380472,8.165538597006164e-06
1744,Nebraska,Webster County,3571,31181,1489355089.3550892,336700.3367003367,1489018389.018389,2.398224243794681e-06
1745,Nebraska,Wheeler County,822,31183,1490779590.7795908,1061901.0619010618,1489717689.7176895,5.517823985534964e-07
1746,Nebraska,York County,13799,31185,1491401191.4011915,8598808.598808598,1482802382.8023827,9.306027667638993e-06
1747,Nevada,Churchill County,24010,32001,13012328412.328413,242424242.4242424,12769904169.904171,1.880202050112971e-06
1748,Nevada,Clark County,2141574,32003,20877518777.51878,438694638.69463867,20438824138.82414,0.00010477970677050927
1749,Nevada,Douglas County,47828,32005,1910489510.4895105,72312872.31287232,1838176638.1766384,2.601926224426534e-05
1750,Nevada,Elko County,52252,32007,44555685055.68506,85754985.75498575,44469904169.904175,1.1749969102780864e-06
1751,Nevada,Esmeralda County,981,32009,9295622895.622896,18544418.544418544,9277078477.078478,1.0574449730309222e-07
1752,Nevada,Eureka County,1830,32011,10826107226.107225,11085211.085211085,10815022015.022017,1.6920908690321096e-07
1753,Nevada,Humboldt County,16904,32013,25013778813.778812,44185444.18544418,24969593369.59337,6.769833913508894e-07
1754,Nevada,Lander County,5746,32015,14295493395.493395,76094276.09427609,14219373219.37322,4.040965738328992e-07
1755,Nevada,Lincoln County,5174,32017,27549831649.83165,9790209.79020979,27540015540.01554,1.878720799006884e-07
1756,Nevada,Lyon County,53155,32019,5242683242.683243,59595959.595959604,5183087283.087283,1.0255470744906781e-05
1757,Nevada,Mineral County,4448,32021,9875628075.628077,155736855.73685575,9719865319.86532,4.5761950949147844e-07
1758,Nevada,Nye County,43705,32023,47134447034.44704,43201243.2012432,47091219891.21989,9.28092330182951e-07
1759,Nevada,Pershing County,6611,32027,15714659414.659416,79927479.92747992,15634706034.706036,4.228413367878394e-07
1760,Nevada,Storey County,3941,32029,682828282.8282828,1864801.8648018648,680963480.9634811,5.787388178913737e-06
1761,Nevada,Washoe County,450486,32031,16944340844.340845,621212121.2121212,16323154623.154623,2.759797419066161e-05
1762,Nevada,White Pine County,9737,32033,23042631442.631443,54674954.674954675,22987956487.956486,4.235696202531646e-07
1763,Nevada,Carson City,54467,32510,407252007.2520073,32582232.582232583,374669774.66977465,0.00014537334923268354
1764,New Hampshire,Belknap County,60640,33001,1213623413.6234136,177026677.026677,1036596736.5967367,5.849912300427254e-05
1765,New Hampshire,Carroll County,47840,33003,2570396270.3962703,158948458.94845894,2411447811.447811,1.983870427254957e-05
1766,New Hampshire,Cheshire County,76263,33005,1888370888.3708885,58119658.11965812,1830251230.2512302,4.166805012311437e-05
1767,New Hampshire,Coos County,32038,33007,4739005439.005439,90779590.77959077,4648251748.251748,6.892483827290507e-06
1768,New Hampshire,Grafton County,89811,33009,4531339031.339031,105672105.67210567,4425666925.666925,2.0293212640819314e-05
1769,New Hampshire,Hillsborough County,411087,33011,2310826210.826211,41647241.647241645,2269204869.2048693,0.00018115905072248726
1770,New Hampshire,Merrimack County,149452,33013,2477207977.2079773,57834757.83475783,2419373219.3732195,6.177302402260951e-05
1771,New Hampshire,Rockingham County,305129,33015,2059336959.3369594,260010360.01036,1799326599.3265994,0.0001695795527694611
1772,New Hampshire,Strafford County,128237,33017,994560994.5609946,38927738.92773893,955633255.6332557,0.00013419060004878444
1773,New Hampshire,Sullivan County,43125,33019,1429655529.6555297,38021238.02123802,1391634291.6342914,3.098874485864771e-05
1774,New Jersey,Atlantic County,268539,34001,1740041440.0414402,300751100.7511008,1439264439.2644393,0.0001865807232319597
1775,New Jersey,Bergen County,929999,34003,638875938.8759389,35379435.37943538,603496503.4965035,0.001541018041714948
1776,New Jersey,Burlington County,446367,34005,2123387723.3877234,55063455.06345507,2068324268.3242683,0.0002158109377895765
1777,New Jersey,Camden County,507367,34007,588681688.6816887,15617715.617715618,573063973.0639731,0.0008853583960047003
1778,New Jersey,Cape May County,93705,34009,1606889406.8894067,955685055.6850557,651178451.1784512,0.00014390064632885212
1779,New Jersey,Cumberland County,153400,34011,1755037555.037555,502253302.2533022,1252784252.784253,0.00012244726069878022
1780,New Jersey,Essex County,793555,34013,335742035.74203575,8857808.857808858,326884226.88422686,0.002427633194675541
1781,New Jersey,Gloucester County,290852,34015,873297073.2970734,39290339.29033929,834006734.006734,0.0003487405894226887
1782,New Jersey,Hudson County,668631,34017,161383061.38306138,41750841.75084175,119632219.63221963,0.00558905453777874
1783,New Jersey,Hunterdon County,125051,34019,1132970732.970733,24915824.915824912,1108054908.054908,0.00011285632064887103
1784,New Jersey,Mercer County,368762,34021,592825692.8256928,11214711.214711215,581610981.6109816,0.0006340354836123977
1785,New Jersey,Middlesex County,826698,34023,836130536.1305361,36026936.026936024,800077700.0777001,0.0010332721433427212
1786,New Jersey,Monmouth County,623387,34025,1723180523.1805234,509013209.01320904,1214167314.1673143,0.0005134275916721773
1787,New Jersey,Morris County,494383,34027,1247397047.3970475,55555555.55555555,1191867391.8673918,0.000414796984440871
1788,New Jersey,Ocean County,591939,34029,2370888370.888371,742346542.3465424,1628541828.5418284,0.0003634779221667356
1789,New Jersey,Passaic County,504041,34031,510515410.51541054,32400932.4009324,478088578.0885781,0.001054283710385178
1790,New Jersey,Salem County,63336,34033,964335664.3356643,104713804.7138047,859621859.6218596,7.367890810485086e-05
1791,New Jersey,Somerset County,330176,34035,789588189.5881896,7873607.873607874,781688681.6886817,0.00042238810377389746
1792,New Jersey,Sussex County,142298,34037,1387567987.5679877,43330743.330743335,1344237244.2372441,0.00010585780196913356
1793,New Jersey,Union County,553066,34039,272986272.986273,6604506.604506604,266381766.38176638,0.002076215679144385
1794,New Jersey,Warren County,106293,34041,939808339.8083398,15384615.384615386,924423724.4237245,0.00011498298582315364
1795,New Mexico,Bernalillo County,677692,35001,3023025123.025123,16472416.472416474,3006552706.5527062,0.00022540499573580974
1796,New Mexico,Catron County,3539,35003,17946568246.56825,14193214.193214195,17932375032.37503,1.9735255333499912e-07
1797,New Mexico,Chaves County,65459,35005,15734576534.576534,25511525.51152551,15709065009.06501,4.1669571016624156e-06
1798,New Mexico,Cibola County,26978,35006,11763092463.092463,5827505.827505828,11757264957.264956,2.2945812736260545e-06
1799,New Mexico,Colfax County,12353,35007,9759699559.69956,26314426.314426314,9733385133.385134,1.2691370813664497e-06
1800,New Mexico,Curry County,50199,35009,3646594146.5941467,8184408.184408185,3638435638.4356384,1.379686353929385e-05
1801,New Mexico,De Baca County,2060,35011,6044755244.755245,29163429.163429163,6015591815.591815,3.424434474860287e-07
1802,New Mexico,Doña Ana County,215338,35013,9879254079.25408,17793317.793317795,9861460761.460762,2.1836318696470922e-05
1803,New Mexico,Eddy County,57437,35015,10871587671.587673,56462056.462056465,10815151515.151514,5.31079013729336e-06
1804,New Mexico,Grant County,28061,35017,10275964775.964777,15358715.358715357,10260631960.631962,2.734821803146684e-06
1805,New Mexico,Guadalupe County,4382,35019,7851851851.851851,2874902.874902875,7848951048.951049,5.582911617961511e-07
1806,New Mexico,Harding County,459,35021,5506060606.060606,1165501.1655011654,5504895104.895105,8.338033536585365e-08
1807,New Mexico,Hidalgo County,4371,35023,8925123025.123024,23646723.64672365,8901476301.476301,4.910421431190098e-07
1808,New Mexico,Lea County,70126,35025,11380989380.98938,8469308.46930847,11372520072.520073,6.166267419430507e-06
1809,New Mexico,Lincoln County,19482,35027,12513105413.105413,569800.5698005698,12512535612.535612,1.55699856554111e-06
1810,New Mexico,Los Alamos County,18356,35028,282983682.983683,233100.2331002331,282750582.75058275,6.4919406430338e-05
1811,New Mexico,Luna County,24264,35029,7680290080.290081,440300.44030044036,7679849779.84978,3.159436798316465e-06
1812,New Mexico,McKinley County,72849,35031,14129189329.18933,14167314.167314166,14115022015.022017,5.161097157515582e-06
1813,New Mexico,Mora County,4563,35033,5008080808.080808,6086506.086506086,5001994301.994302,9.122361451272997e-07
1814,New Mexico,Otero County,65745,35035,17165242165.242165,37011137.01113701,17128231028.231028,3.838399884473652e-06
1815,New Mexico,Quay County,8373,35037,7463299663.299664,18725718.725718725,7444573944.573944,1.1247117783150975e-06
1816,New Mexico,Rio Arriba County,39307,35039,15271043771.04377,91452991.45299146,15179590779.59078,2.5894637458111806e-06
1817,New Mexico,Roosevelt County,19117,35041,6357549857.549858,18699818.6998187,6338850038.850039,3.015846704502274e-06
1818,New Mexico,Sandoval County,140769,35043,9624294224.294224,13701113.7011137,9610593110.593111,1.4647274978777303e-05
1819,New Mexico,San Juan County,127455,35045,14344522144.522144,65682465.68246568,14278865578.865578,8.926129270986946e-06
1820,New Mexico,San Miguel County,28034,35047,12265371665.371666,51385651.38565139,12213986013.986013,2.295237604488721e-06
1821,New Mexico,Santa Fe County,148917,35049,4949158249.158249,3781403.7814037814,4945376845.376845,3.0112366490172356e-05
1822,New Mexico,Sierra County,11135,35051,10971820771.820772,148329448.32944834,10823517223.517223,1.0287783324080632e-06
1823,New Mexico,Socorro County,17000,35053,17220279720.27972,5361305.361305361,17214918414.918415,9.875155716839083e-07
1824,New Mexico,Taos County,32888,35055,5709453509.453509,3392903.392903393,5706060606.060606,5.7636962294211365e-06
1825,New Mexico,Torrance County,15595,35057,8665449365.449366,2305102.305102305,8663170163.170162,1.8001493340508545e-06
1826,New Mexico,Union County,4175,35059,9921963221.963223,18466718.466718465,9903496503.496504,4.2156828131619824e-07
1827,New Mexico,Valencia County,75956,35061,2766873866.873867,5490805.490805491,2761383061.3830614,2.750650609189904e-05
1828,New York,Albany County,307426,36001,1381248381.2483811,27195027.195027195,1354053354.053354,0.00022704127505738332
1829,New York,Allegany County,47025,36003,2679072779.072779,13157213.157213157,2665915565.915566,1.7639343346513684e-05
1830,New York,Bronx County,1437872,36005,148873348.87334886,39834239.83423983,109039109.03910905,0.013186754850356293
1831,New York,Broome County,194402,36007,1853172753.172753,25252525.25252525,1827946127.946128,0.00010634996131884325
1832,New York,Cattaraugus County,77686,36009,3425252525.2525253,36622636.62263662,3388629888.6298885,2.2925489815416364e-05
1833,New York,Cayuga County,77868,36011,2236907536.907537,445713545.71354574,1791193991.1939914,4.3472678215101646e-05
1834,New York,Chautauqua County,129656,36013,3885470085.4700856,1139497539.4975395,2745998445.998446,4.721634135989361e-05
1835,New York,Chemung County,85740,36015,1063921263.9212638,8883708.883708885,1055037555.0375551,8.126724929421872e-05
1836,New York,Chenango County,48348,36017,2327454027.4540277,13157213.157213157,2314296814.296814,2.0891010911532654e-05
1837,New York,Clinton County,80794,36019,2894405594.4055943,206345506.34550634,2688034188.034188,3.0056909379968207e-05
1838,New York,Columbia County,60919,36021,1679020979.020979,35120435.12043512,1643900543.900544,3.705759464952498e-05
1839,New York,Cortland County,48123,36023,1298938098.938099,7148407.148407148,1291789691.7896917,3.7252967960542146e-05
1840,New York,Delaware County,45502,36025,3800699300.699301,64775964.77596478,3735923335.923336,1.2179586117966778e-05
1841,New York,Dutchess County,293894,36027,2137658637.6586378,76974876.97487697,2060683760.6837606,0.0001426196515968478
1842,New York,Erie County,919866,36029,3177544677.5446773,476974876.974877,2700569800.569801,0.00034061922776664204
1843,New York,Essex County,37751,36031,4963040663.040663,315980315.980316,4647060347.060348,8.123630248072989e-06
1844,New York,Franklin County,50692,36033,4396451696.451696,177026677.026677,4219425019.4250193,1.2013959192692989e-05
1845,New York,Fulton County,53743,36035,1380160580.1605802,96891996.89199689,1283268583.2685833,4.1879775364805134e-05
1846,New York,Genesee County,58112,36037,1282854182.854183,6138306.138306139,1276715876.7158768,4.5516783381344585e-05
1847,New York,Greene County,47617,36039,1704351204.3512042,28205128.205128208,1676146076.146076,2.840862182458743e-05
1848,New York,Hamilton County,4575,36041,4682206682.206682,234213934.21393424,4447992747.992747,1.0285538352247915e-06
1849,New York,Herkimer County,62505,36043,3776120176.1201763,120409220.40922041,3655710955.7109556,1.7097905375247083e-05
1850,New York,Jefferson County,114448,36045,4810204610.20461,1524553224.5532246,3285651385.6513853,3.483266681906684e-05
1851,New York,Kings County,2600747,36047,251023051.02305102,67599067.5990676,183423983.4239834,0.014178881907653207
1852,New York,Lewis County,26719,36049,3340999740.999741,39575239.57523958,3301424501.4245014,8.09317311011391e-06
1853,New York,Livingston County,63907,36051,1658275058.2750583,22015022.015022017,1636260036.2600362,3.9056750506521466e-05
1854,New York,Madison County,71359,36053,1712716912.7169127,16679616.67961668,1696037296.037296,4.207395684442001e-05
1855,New York,Monroe County,744248,36055,3539834239.83424,1837658637.6586375,1702175602.1756022,0.0004372333847628612
1856,New York,Montgomery County,49426,36057,1062833462.8334628,18932918.932918932,1043874643.8746439,4.734859716157205e-05
1857,New York,Nassau County,1356564,36059,1173866873.866874,436467236.4672365,737425537.4255375,0.0018395945504355155
1858,New York,New York County,1632480,36061,86998186.998187,27868427.86842787,59129759.129759125,0.02760843311432326
1859,New York,Niagara County,211704,36063,2951748251.748252,1598834498.8344986,1352913752.913753,0.00015648004135079255
1860,New York,Oneida County,230782,36065,3257342657.3426576,117145817.14581715,3140196840.1968403,7.349284511270754e-05
1861,New York,Onondaga County,464242,36067,2086557886.5578866,70525770.52577053,2016032116.032116,0.00023027510142730509
1862,New York,Ontario County,109472,36069,1715954415.9544158,47811447.811447814,1668142968.1429682,6.562507056686384e-05
1863,New York,Orange County,378227,36071,2172079772.079772,69826469.82646982,2102279202.2792025,0.0001799128296517143
1864,New York,Orleans County,41175,36073,2117119917.119917,1103755503.755504,1013364413.3644134,4.0631977457445175e-05
1865,New York,Oswego County,119104,36075,3398290598.290598,933514633.5146335,2464775964.7759647,4.832244459622761e-05
1866,New York,Otsego County,60244,36077,2630795130.7951307,36389536.38953639,2594405594.4055943,2.3220733153638813e-05
1867,New York,Putnam County,99070,36079,637788137.7881378,41284641.28464128,596503496.5034965,0.00016608452520515827
1868,New York,Queens County,2298513,36081,461564361.5643616,180471380.4713805,281092981.0929811,0.008177055830645904
1869,New York,Rensselaer County,159431,36083,1723361823.3618233,33566433.56643357,1689795389.7953897,9.434929279769478e-05
1870,New York,Richmond County,474101,36085,264931364.93136495,113752913.75291376,151178451.17845118,0.0031360355679287306
1871,New York,Rockland County,323686,36087,516291116.2911163,66796166.79616679,449494949.4949495,0.0007201104269662921
1872,New York,St. Lawrence County,109558,36089,7307536907.536908,365345765.34576535,6942191142.191142,1.578147270163186e-05
1873,New York,Saratoga County,227377,36091,2185470085.470085,87593887.5938876,2097850297.850298,0.00010838571285710759
1874,New York,Schenectady County,154883,36093,542320642.3206422,12613312.613312613,529707329.70732975,0.0002923935375513397
1875,New York,Schoharie County,31364,36095,1622196322.1963222,11680911.68091168,1610515410.5154107,1.9474510951722362e-05
1876,New York,Schuyler County,17992,36097,886635586.6355866,36234136.23413624,850375550.3755504,2.1157710839703957e-05
1877,New York,Seneca County,34612,36099,1011240611.2406112,172830872.83087283,838409738.4097384,4.1282917426091254e-05
1878,New York,Steuben County,96927,36101,3636570836.5708365,35016835.01683502,3601554001.5540013,2.6912549404556438e-05
1879,New York,Suffolk County,1487901,36103,6146412846.412847,3784200984.200984,2362211862.211862,0.0006298761867222192
1880,New York,Sullivan County,75211,36105,2581507381.5073814,74048174.04817405,2507459207.4592075,2.9994904713210003e-05
1881,New York,Tioga County,49045,36107,1354260554.2605543,11085211.085211085,1343175343.1753433,3.651422001542614e-05
1882,New York,Tompkins County,102962,36109,1273141673.141673,43796943.7969438,1229344729.3447292,8.375356199304751e-05
1883,New York,Ulster County,179303,36111,3006371406.3714066,94612794.61279462,2911784511.784512,6.157838922294172e-05
1884,New York,Warren County,64480,36113,2412846412.846413,167443667.44366747,2245402745.4027457,2.8716451929176994e-05
1885,New York,Washington County,61828,36115,2190857290.8572907,38073038.07303807,2152758352.7583528,2.8720362376380567e-05
1886,New York,Wayne County,90856,36117,3582103082.103082,2018181818.1818182,1563921263.921264,5.809499627378567e-05
1887,New York,Westchester County,968815,36119,1295001295.001295,180005180.00518,1114996114.996115,0.0008688954041811847
1888,New York,Wyoming County,40565,36121,1544392644.3926444,9168609.168609168,1535224035.2240353,2.6422853648249682e-05
1889,New York,Yates County,25009,36123,973297073.2970734,97513597.51359752,875783475.7834758,2.8556145087833443e-05
1890,North Carolina,Alamance County,160576,37001,1125977725.977726,27946127.946127944,1098005698.005698,0.00014624332122470163
1891,North Carolina,Alexander County,37119,37003,682854182.8541828,9479409.47940948,673374773.3747734,5.512383514750567e-05
1892,North Carolina,Alleghany County,10973,37005,612665112.6651127,3859103.859103859,608806008.8060088,1.8023803709691142e-05
1893,North Carolina,Anson County,25306,37007,1391064491.0644913,14607614.607614607,1376456876.4568765,1.8384883996613037e-05
1894,North Carolina,Ashe County,26786,37009,1111810411.8104117,8106708.106708107,1103677803.6778038,2.426976415647807e-05
1895,North Carolina,Avery County,17501,37011,640326340.3263403,362600.3626003626,639963739.96374,2.7346861872192317e-05
1896,North Carolina,Beaufort County,47243,37013,2481792281.792282,339342139.34213936,2142424242.4242425,2.2051188118811882e-05
1897,North Carolina,Bertie County,19644,37015,1919839419.8394198,108728308.72830872,1811111111.1111112,1.084638036809816e-05
1898,North Carolina,Bladen County,33778,37017,2297746697.746698,33229733.22973323,2264516964.5169644,1.491620532293299e-05
1899,North Carolina,Brunswick County,126860,37019,2719036519.036519,525382025.38202536,2193654493.654494,5.78304379139757e-05
1900,North Carolina,Buncombe County,254474,37021,1709764309.7643096,8987308.987308988,1700777000.7770007,0.0001496222020192791
1901,North Carolina,Burke County,89712,37023,1334058534.0585341,20668220.66822067,1313390313.3903134,6.830566594360087e-05
1902,North Carolina,Cabarrus County,201448,37025,943952343.952344,7044807.044807046,936933436.933437,0.000215007803178991
1903,North Carolina,Caldwell County,81779,37027,1228464128.4641285,7122507.122507122,1221367521.3675213,6.695691392582226e-05
1904,North Carolina,Camden County,10447,37029,803444703.4447033,180419580.4195804,623051023.051023,1.6767487113402065e-05
1905,North Carolina,Carteret County,68920,37031,3472235172.2351727,2161020461.020461,1311188811.1888113,5.256298666666666e-05
1906,North Carolina,Caswell County,22746,37033,1109168609.1686091,8624708.624708625,1100543900.5439005,2.0667962439988705e-05
1907,North Carolina,Catawba County,156729,37035,1070758870.7588708,38047138.04713804,1032685832.6858327,0.00015176832589285715
1908,North Carolina,Chatham County,69791,37037,1838461538.4615386,71613571.61357161,1766873866.873867,3.949970697313065e-05
1909,North Carolina,Cherokee County,27668,37039,1208806008.8060088,29267029.26702927,1179564879.5648797,2.3456106975825042e-05
1910,North Carolina,Chowan County,14205,37041,604247604.2476043,157549857.54985756,446697746.6977467,3.180002609149417e-05
1911,North Carolina,Clay County,10813,37043,571432271.4322715,15229215.229215229,556203056.2030562,1.9440741792782304e-05
1912,North Carolina,Cleveland County,97159,37045,1212768712.7687128,10360010.36001036,1202408702.4087024,8.080364006462036e-05
1913,North Carolina,Columbus County,56293,37047,2469930069.93007,42346542.34654235,2427583527.5835276,2.31889034343693e-05
1914,North Carolina,Craven County,103082,37049,2005076405.076405,168868168.8681689,1836208236.2082362,5.613851303317535e-05
1915,North Carolina,Cumberland County,332106,37051,1705180005.1800053,15669515.66951567,1689484589.4845893,0.0001965723760175377
1916,North Carolina,Currituck County,25796,37053,1363869463.869464,685677285.6772857,678192178.1921782,3.803641626885621e-05
1917,North Carolina,Dare County,35741,37055,4047034447.0344467,3053975653.975654,993058793.0587931,3.599081972771373e-05
1918,North Carolina,Davidson County,164664,37057,1468583268.5832686,37140637.14063714,1431416731.4167314,0.0001150356820525811
1919,North Carolina,Davie County,41991,37059,691763791.7637917,7718207.718207718,684045584.0455841,6.138625989171179e-05
1920,North Carolina,Duplin County,59062,37061,2128127428.127428,14115514.115514116,2114011914.011914,2.7938347749381295e-05
1921,North Carolina,Durham County,306457,37063,771484071.4840715,30795130.795130797,740688940.6889408,0.0004137458832785509
1922,North Carolina,Edgecombe County,53332,37065,1312224812.2248123,3392903.392903393,1308831908.8319087,4.0747784066173276e-05
1923,North Carolina,Forsyth County,371573,37067,1068894068.8940688,11784511.784511784,1057109557.109557,0.00035149904520396917
1924,North Carolina,Franklin County,64902,37069,1280756280.7562807,7303807.303807303,1273452473.4524734,5.096538846404165e-05
1925,North Carolina,Gaston County,216585,37071,943019943.0199431,20901320.9013209,922118622.1186221,0.00023487759037159792
1926,North Carolina,Gates County,11563,37073,895337995.3379953,13571613.571613573,881740481.7404817,1.3113835918223475e-05
1927,North Carolina,Graham County,8557,37075,781326081.3260814,24838124.838124838,756487956.4879564,1.131148212818406e-05
1928,North Carolina,Granville County,58874,37077,1389536389.5363896,12768712.768712768,1376767676.7676768,4.276247982391782e-05
1929,North Carolina,Greene County,21008,37079,689976689.9766899,1217301.2173012171,688759388.7593888,3.0501217613657727e-05
1930,North Carolina,Guilford County,523582,37081,1703263403.2634032,30872830.87283087,1672364672.3646724,0.0003130788449744463
1931,North Carolina,Halifax County,51737,37083,1893758093.7580936,18363118.36311836,1875394975.3949754,2.7587255313565993e-05
1932,North Carolina,Harnett County,130361,37085,1557368557.3685572,16368816.36881637,1541025641.025641,8.459366056572379e-05
1933,North Carolina,Haywood County,60433,37087,1436467236.4672365,2408702.408702409,1434058534.0585341,4.214123661254492e-05
1934,North Carolina,Henderson County,113625,37089,971846671.8466719,5594405.594405595,966252266.2522663,0.00011759351462192081
1935,North Carolina,Hertford County,24153,37091,933307433.3074334,18881118.881118882,914426314.4263145,2.641328187843426e-05
1936,North Carolina,Hoke County,53239,37093,1016058016.0580161,4014504.0145040145,1012017612.0176121,5.260679198443978e-05
1937,North Carolina,Hyde County,5393,37095,3688241388.2413883,2101346801.3468015,1586894586.894587,3.398461400359066e-06
1938,North Carolina,Iredell County,172525,37097,1545972545.9725459,59751359.75135975,1486221186.2211864,0.00011608299060697418
1939,North Carolina,Jackson County,42256,37099,1280859880.859881,9816109.816109816,1271043771.043771,3.32451178807947e-05
1940,North Carolina,Johnston County,191172,37101,2060347060.3470604,10903910.903910903,2049469049.4690495,9.327879337798559e-05
1941,North Carolina,Jones County,9695,37103,1225641025.6410258,6500906.5009065,1219140119.140119,7.952326273076842e-06
1942,North Carolina,Lee County,60125,37105,670914270.914271,10567210.567210568,660347060.3470603,9.105060597740823e-05
1943,North Carolina,Lenoir County,57227,37107,1043304843.3048433,5775705.775705776,1037529137.5291375,5.5157005167378116e-05
1944,North Carolina,Lincoln County,81441,37109,795234395.2343953,23569023.56902357,771665371.6653717,0.00010553926998724576
1945,North Carolina,McDowell County,45109,37111,1155141155.1411552,13960113.96011396,1141181041.1810412,3.952834683733914e-05
1946,North Carolina,Macon County,34410,37113,1345998445.9984462,10696710.696710696,1335301735.3017352,2.576945651330592e-05
1947,North Carolina,Madison County,21405,37115,1169230769.2307692,4843304.843304844,1164387464.3874643,1.8383056031318816e-05
1948,North Carolina,Martin County,23054,37117,1195312095.3120954,751100.7511007511,1194560994.5609946,1.9299140106673604e-05
1949,North Carolina,Mecklenburg County,1054314,37119,1413908313.9083138,57161357.161357164,1356746956.7469568,0.0007770896369120342
1950,North Carolina,Mitchell County,15040,37121,575213675.2136753,1709401.7094017095,573478373.4783734,2.6225923584138744e-05
1951,North Carolina,Montgomery County,27338,37123,1299637399.6373997,25977725.977725975,1273659673.6596737,2.1464132503660323e-05
1952,North Carolina,Moore County,95629,37125,1828153328.1533282,20745920.745920744,1807407407.4074075,5.290948770491803e-05
1953,North Carolina,Nash County,94003,37127,1405775705.7757058,6112406.112406112,1399663299.6632996,6.7161152273274e-05
1954,North Carolina,New Hanover County,224231,37129,850038850.0388501,353975653.97565395,496063196.06319606,0.0004520210363911659
1955,North Carolina,Northampton County,20186,37131,1426055426.0554261,36311836.31183631,1389769489.7694898,1.4524710859315305e-05
1956,North Carolina,Onslow County,193912,37133,2346309246.309246,370810670.8106708,1975498575.4985754,9.815851168156908e-05
